Data Source in SDW: https://sdw.ecb.europa.eu/quickview.do?SERIES_KEY=120.EXR.D.USD.EUR.SP00.A
,EXR.D.USD.EUR.SP00.A
,"ECB reference exchange rate, US dollar/Euro, 2:15 pm (C.E.T.)"
Collection:,Average of observations through period (A)
Period\Unit:,[US dollar ]
date,value,status
2001-08-23,0.9112,Normal value (A)
2001-08-22,0.9216,Normal value (A)
2001-08-21,0.9128,Normal value (A)
2001-08-20,0.9149,Normal value (A)
2001-08-17,0.9138,Normal value (A)
2001-08-16,0.9144,Normal value (A)
2001-08-15,0.9114,Normal value (A)
2001-08-14,0.8968,Normal value (A)
2001-08-13,0.8991,Normal value (A)
2001-08-10,0.8936,Normal value (A)
2001-08-09,0.8853,Normal value (A)
2001-08-08,0.8763,Normal value (A)
2001-08-07,0.8768,Normal value (A)
2001-08-06,0.8805,Normal value (A)
2001-08-03,0.8806,Normal value (A)
2001-08-02,0.8788,Normal value (A)
2001-08-01,0.8817,Normal value (A)
2001-07-31,0.8755,Normal value (A)
2001-07-30,0.8751,Normal value (A)
2001-07-27,0.8768,Normal value (A)
2001-07-26,0.8764,Normal value (A)
2001-07-25,0.8793,Normal value (A)
2001-07-24,0.8708,Normal value (A)
2001-07-23,0.8676,Normal value (A)
2001-07-20,0.8776,Normal value (A)
2001-07-19,0.8723,Normal value (A)
2001-07-18,0.8630,Normal value (A)
2001-07-17,0.8516,Normal value (A)
2001-07-16,0.8583,Normal value (A)
2001-07-13,0.8539,Normal value (A)
2001-07-12,0.8538,Normal value (A)
2001-07-11,0.8611,Normal value (A)
2001-07-10,0.8545,Normal value (A)
2001-07-09,0.8459,Normal value (A)
2001-07-06,0.8384,Normal value (A)
2001-07-05,0.8422,Normal value (A)
2001-07-04,0.8453,Normal value (A)
2001-07-03,0.8497,Normal value (A)
2001-07-02,0.8455,Normal value (A)
2001-06-29,0.8480,Normal value (A)
2001-06-28,0.8511,Normal value (A)
2001-06-27,0.8622,Normal value (A)
2001-06-26,0.8611,Normal value (A)
2001-06-25,0.8607,Normal value (A)
2001-06-22,0.8528,Normal value (A)
2001-06-21,0.8552,Normal value (A)
2001-06-20,0.8513,Normal value (A)
2001-06-19,0.8563,Normal value (A)
2001-06-18,0.8581,Normal value (A)
2001-06-15,0.8662,Normal value (A)
2001-06-14,0.8492,Normal value (A)
2001-06-13,0.8542,Normal value (A)
2001-06-12,0.8474,Normal value (A)
2001-06-11,0.8494,Normal value (A)
2001-06-08,0.8468,Normal value (A)
2001-06-07,0.8466,Normal value (A)
2001-06-06,0.8543,Normal value (A)
2001-06-05,0.8465,Normal value (A)
2001-06-04,0.8513,Normal value (A)
2001-06-01,0.8478,Normal value (A)
2001-05-31,0.8480,Normal value (A)
2001-05-30,0.8558,Normal value (A)
2001-05-29,0.8552,Normal value (A)
2001-05-28,0.8584,Normal value (A)
2001-05-25,0.8591,Normal value (A)
2001-05-24,0.8604,Normal value (A)
2001-05-23,0.8585,Normal value (A)
2001-05-22,0.8685,Normal value (A)
2001-05-21,0.8754,Normal value (A)
2001-05-18,0.8777,Normal value (A)
2001-05-17,0.8815,Normal value (A)
2001-05-16,0.8834,Normal value (A)
2001-05-15,0.8768,Normal value (A)
2001-05-14,0.8745,Normal value (A)
2001-05-11,0.8773,Normal value (A)
2001-05-10,0.8850,Normal value (A)
2001-05-09,0.8827,Normal value (A)
2001-05-08,0.8866,Normal value (A)
2001-05-07,0.8919,Normal value (A)
2001-05-04,0.8939,Normal value (A)
2001-05-03,0.8903,Normal value (A)
2001-05-02,0.8907,Normal value (A)
2001-05-01,-,Missing value; holiday or weekend (H)
2001-04-30,0.8876,Normal value (A)
2001-04-27,0.9023,Normal value (A)
2001-04-26,0.9013,Normal value (A)
2001-04-25,0.8947,Normal value (A)
2001-04-24,0.8973,Normal value (A)
2001-04-23,0.9002,Normal value (A)
2001-04-20,0.8989,Normal value (A)
2001-04-19,0.8827,Normal value (A)
2001-04-18,0.8778,Normal value (A)
2001-04-17,0.8791,Normal value (A)
2001-04-16,-,Missing value; holiday or weekend (H)
2001-04-13,-,Missing value; holiday or weekend (H)
2001-04-12,0.8849,Normal value (A)
2001-04-11,0.8840,Normal value (A)
2001-04-10,0.8945,Normal value (A)
2001-04-09,0.9018,Normal value (A)
2001-04-06,0.8940,Normal value (A)
2001-04-05,0.9020,Normal value (A)
2001-04-04,0.9032,Normal value (A)
2001-04-03,0.8845,Normal value (A)
2001-04-02,0.8772,Normal value (A)
2001-03-30,0.8832,Normal value (A)
2001-03-29,0.8840,Normal value (A)
2001-03-28,0.8860,Normal value (A)
2001-03-27,0.8952,Normal value (A)
2001-03-26,0.8935,Normal value (A)
2001-03-23,0.8922,Normal value (A)
2001-03-22,0.8889,Normal value (A)
2001-03-21,0.8990,Normal value (A)
2001-03-20,0.9020,Normal value (A)
2001-03-19,0.8996,Normal value (A)
2001-03-16,0.8947,Normal value (A)
2001-03-15,0.9064,Normal value (A)
2001-03-14,0.9182,Normal value (A)
2001-03-13,0.9202,Normal value (A)
2001-03-12,0.9272,Normal value (A)
2001-03-09,0.9357,Normal value (A)
2001-03-08,0.9312,Normal value (A)
2001-03-07,0.9307,Normal value (A)
2001-03-06,0.9279,Normal value (A)
2001-03-05,0.9305,Normal value (A)
2001-03-02,0.9363,Normal value (A)
2001-03-01,0.9269,Normal value (A)
2001-02-28,0.9248,Normal value (A)
2001-02-27,0.9163,Normal value (A)
2001-02-26,0.9105,Normal value (A)
2001-02-23,0.9064,Normal value (A)
2001-02-22,0.9056,Normal value (A)
2001-02-21,0.9146,Normal value (A)
2001-02-20,0.9070,Normal value (A)
2001-02-19,0.9213,Normal value (A)
2001-02-16,0.9113,Normal value (A)
2001-02-15,0.9090,Normal value (A)
2001-02-14,0.9178,Normal value (A)
2001-02-13,0.9275,Normal value (A)
2001-02-12,0.9288,Normal value (A)
2001-02-09,0.9227,Normal value (A)
2001-02-08,0.9220,Normal value (A)
2001-02-07,0.9325,Normal value (A)
2001-02-06,0.9322,Normal value (A)
2001-02-05,0.9425,Normal value (A)
2001-02-02,0.9407,Normal value (A)
2001-02-01,0.9406,Normal value (A)
2001-01-31,0.9293,Normal value (A)
2001-01-30,0.9197,Normal value (A)
2001-01-29,0.9193,Normal value (A)
2001-01-26,0.9228,Normal value (A)
2001-01-25,0.9146,Normal value (A)
2001-01-24,0.9294,Normal value (A)
2001-01-23,0.9407,Normal value (A)
2001-01-22,0.9290,Normal value (A)
2001-01-19,0.9400,Normal value (A)
2001-01-18,0.9404,Normal value (A)
2001-01-17,0.9396,Normal value (A)
2001-01-16,0.9412,Normal value (A)
2001-01-15,0.9428,Normal value (A)
2001-01-12,0.9545,Normal value (A)
2001-01-11,0.9523,Normal value (A)
2001-01-10,0.9412,Normal value (A)
2001-01-09,0.9401,Normal value (A)
2001-01-08,0.9497,Normal value (A)
2001-01-05,0.9545,Normal value (A)
2001-01-04,0.9458,Normal value (A)
2001-01-03,0.9530,Normal value (A)
2001-01-02,0.9423,Normal value (A)
2001-01-01,-,Missing value; holiday or weekend (H)
2000-12-29,0.9305,Normal value (A)
2000-12-28,0.9285,Normal value (A)
2000-12-27,0.9310,Normal value (A)
2000-12-26,-,Missing value; holiday or weekend (H)
2000-12-25,-,Missing value; holiday or weekend (H)
2000-12-22,0.9240,Normal value (A)
2000-12-21,0.9146,Normal value (A)
2000-12-20,0.9059,Normal value (A)
2000-12-19,0.8903,Normal value (A)
2000-12-18,0.8966,Normal value (A)
2000-12-15,0.8984,Normal value (A)
2000-12-14,0.8839,Normal value (A)
2000-12-13,0.8748,Normal value (A)
2000-12-12,0.8782,Normal value (A)
2000-12-11,0.8804,Normal value (A)
2000-12-08,0.8895,Normal value (A)
2000-12-07,0.8943,Normal value (A)
2000-12-06,0.8828,Normal value (A)
2000-12-05,0.8810,Normal value (A)
2000-12-04,0.8908,Normal value (A)
2000-12-01,0.8735,Normal value (A)
2000-11-30,0.8684,Normal value (A)
2000-11-29,0.8650,Normal value (A)
2000-11-28,0.8561,Normal value (A)
2000-11-27,0.8406,Normal value (A)
2000-11-24,0.8436,Normal value (A)
2000-11-23,0.8427,Normal value (A)
2000-11-22,0.8429,Normal value (A)
2000-11-21,0.8474,Normal value (A)
2000-11-20,0.8488,Normal value (A)
2000-11-17,0.8535,Normal value (A)
2000-11-16,0.8569,Normal value (A)
2000-11-15,0.8596,Normal value (A)
2000-11-14,0.8583,Normal value (A)
2000-11-13,0.8620,Normal value (A)
2000-11-10,0.8673,Normal value (A)
2000-11-09,0.8531,Normal value (A)
2000-11-08,0.8559,Normal value (A)
2000-11-07,0.8587,Normal value (A)
2000-11-06,0.8667,Normal value (A)
2000-11-03,0.8730,Normal value (A)
2000-11-02,0.8646,Normal value (A)
2000-11-01,0.8554,Normal value (A)
2000-10-31,0.8417,Normal value (A)
2000-10-30,0.8482,Normal value (A)
2000-10-27,0.8324,Normal value (A)
2000-10-26,0.8252,Normal value (A)
2000-10-25,0.8307,Normal value (A)
2000-10-24,0.8386,Normal value (A)
2000-10-23,0.8377,Normal value (A)
2000-10-20,0.8452,Normal value (A)
2000-10-19,0.8411,Normal value (A)
2000-10-18,0.8525,Normal value (A)
2000-10-17,0.8496,Normal value (A)
2000-10-16,0.8511,Normal value (A)
2000-10-13,0.8627,Normal value (A)
2000-10-12,0.8648,Normal value (A)
2000-10-11,0.8720,Normal value (A)
2000-10-10,0.8721,Normal value (A)
2000-10-09,0.8695,Normal value (A)
2000-10-06,0.8703,Normal value (A)
2000-10-05,0.8786,Normal value (A)
2000-10-04,0.8730,Normal value (A)
2000-10-03,0.8763,Normal value (A)
2000-10-02,0.8802,Normal value (A)
2000-09-29,0.8765,Normal value (A)
2000-09-28,0.8832,Normal value (A)
2000-09-27,0.8861,Normal value (A)
2000-09-26,0.8757,Normal value (A)
2000-09-25,0.8770,Normal value (A)
2000-09-22,0.8890,Normal value (A)
2000-09-21,0.8524,Normal value (A)
2000-09-20,0.8476,Normal value (A)
2000-09-19,0.8541,Normal value (A)
2000-09-18,0.8526,Normal value (A)
2000-09-15,0.8615,Normal value (A)
2000-09-14,0.8693,Normal value (A)
2000-09-13,0.8654,Normal value (A)
2000-09-12,0.8614,Normal value (A)
2000-09-11,0.8609,Normal value (A)
2000-09-08,0.8735,Normal value (A)
2000-09-07,0.8676,Normal value (A)
2000-09-06,0.8818,Normal value (A)
2000-09-05,0.8886,Normal value (A)
2000-09-04,0.9000,Normal value (A)
2000-09-01,0.8902,Normal value (A)
2000-08-31,0.8906,Normal value (A)
2000-08-30,0.8909,Normal value (A)
2000-08-29,0.8965,Normal value (A)
2000-08-28,0.9007,Normal value (A)
2000-08-25,0.9021,Normal value (A)
2000-08-24,0.9012,Normal value (A)
2000-08-23,0.8918,Normal value (A)
2000-08-22,0.8972,Normal value (A)
2000-08-21,0.9023,Normal value (A)
2000-08-18,0.9127,Normal value (A)
2000-08-17,0.9140,Normal value (A)
2000-08-16,0.9072,Normal value (A)
2000-08-15,0.9118,Normal value (A)
2000-08-14,0.9011,Normal value (A)
2000-08-11,0.9132,Normal value (A)
2000-08-10,0.9031,Normal value (A)
2000-08-09,0.8973,Normal value (A)
2000-08-08,0.9047,Normal value (A)
2000-08-07,0.9084,Normal value (A)
2000-08-04,0.9031,Normal value (A)
2000-08-03,0.9028,Normal value (A)
2000-08-02,0.9142,Normal value (A)
2000-08-01,0.9264,Normal value (A)
2000-07-31,0.9243,Normal value (A)
2000-07-28,0.9276,Normal value (A)
2000-07-27,0.9389,Normal value (A)
2000-07-26,0.9390,Normal value (A)
2000-07-25,0.9410,Normal value (A)
2000-07-24,0.9332,Normal value (A)
2000-07-21,0.9363,Normal value (A)
2000-07-20,0.9220,Normal value (A)
2000-07-19,0.9216,Normal value (A)
2000-07-18,0.9353,Normal value (A)
2000-07-17,0.9352,Normal value (A)
2000-07-14,0.9344,Normal value (A)
2000-07-13,0.9349,Normal value (A)
2000-07-12,0.9499,Normal value (A)
2000-07-11,0.9527,Normal value (A)
2000-07-10,0.9523,Normal value (A)
2000-07-07,0.9483,Normal value (A)
2000-07-06,0.9542,Normal value (A)
2000-07-05,0.9537,Normal value (A)
2000-07-04,0.9487,Normal value (A)
2000-07-03,0.9493,Normal value (A)
2000-06-30,0.9556,Normal value (A)
2000-06-29,0.9504,Normal value (A)
2000-06-28,0.9415,Normal value (A)
2000-06-27,0.9401,Normal value (A)
2000-06-26,0.9327,Normal value (A)
2000-06-23,0.9413,Normal value (A)
2000-06-22,0.9405,Normal value (A)
2000-06-21,0.9470,Normal value (A)
2000-06-20,0.9538,Normal value (A)
2000-06-19,0.9640,Normal value (A)
2000-06-16,0.9565,Normal value (A)
2000-06-15,0.9524,Normal value (A)
2000-06-14,0.9636,Normal value (A)
2000-06-13,0.9583,Normal value (A)
2000-06-12,0.9527,Normal value (A)
2000-06-09,0.9490,Normal value (A)
2000-06-08,0.9668,Normal value (A)
2000-06-07,0.9554,Normal value (A)
2000-06-06,0.9485,Normal value (A)
2000-06-05,0.9433,Normal value (A)
2000-06-02,0.9355,Normal value (A)
2000-06-01,0.9330,Normal value (A)
2000-05-31,0.9303,Normal value (A)
2000-05-30,0.9359,Normal value (A)
2000-05-29,0.9262,Normal value (A)
2000-05-26,0.9143,Normal value (A)
2000-05-25,0.8981,Normal value (A)
2000-05-24,0.9098,Normal value (A)
2000-05-23,0.9111,Normal value (A)
2000-05-22,0.9000,Normal value (A)
2000-05-19,0.8875,Normal value (A)
2000-05-18,0.8942,Normal value (A)
2000-05-17,0.8922,Normal value (A)
2000-05-16,0.9065,Normal value (A)
2000-05-15,0.9147,Normal value (A)
2000-05-12,0.9029,Normal value (A)
2000-05-11,0.9079,Normal value (A)
2000-05-10,0.9107,Normal value (A)
2000-05-09,0.8978,Normal value (A)
2000-05-08,0.8952,Normal value (A)
2000-05-05,0.8984,Normal value (A)
2000-05-04,0.8947,Normal value (A)
2000-05-03,0.8913,Normal value (A)
2000-05-02,0.9116,Normal value (A)
2000-05-01,-,Missing value; holiday or weekend (H)
2000-04-28,0.9085,Normal value (A)
2000-04-27,0.9163,Normal value (A)
2000-04-26,0.9193,Normal value (A)
2000-04-25,0.9302,Normal value (A)
2000-04-24,-,Missing value; holiday or weekend (H)
2000-04-21,-,Missing value; holiday or weekend (H)
2000-04-20,0.9376,Normal value (A)
2000-04-19,0.9461,Normal value (A)
2000-04-18,0.9497,Normal value (A)
2000-04-17,0.9573,Normal value (A)
2000-04-14,0.9540,Normal value (A)
2000-04-13,0.9537,Normal value (A)
2000-04-12,0.9576,Normal value (A)
2000-04-11,0.9594,Normal value (A)
2000-04-10,0.9590,Normal value (A)
2000-04-07,0.9564,Normal value (A)
2000-04-06,0.9625,Normal value (A)
2000-04-05,0.9673,Normal value (A)
2000-04-04,0.9538,Normal value (A)
2000-04-03,0.9564,Normal value (A)
2000-03-31,0.9553,Normal value (A)
2000-03-30,0.9555,Normal value (A)
2000-03-29,0.9568,Normal value (A)
2000-03-28,0.9647,Normal value (A)
2000-03-27,0.9712,Normal value (A)
2000-03-24,0.9715,Normal value (A)
2000-03-23,0.9656,Normal value (A)
2000-03-22,0.9603,Normal value (A)
2000-03-21,0.9701,Normal value (A)
2000-03-20,0.9715,Normal value (A)
2000-03-17,0.9672,Normal value (A)
2000-03-16,0.9663,Normal value (A)
2000-03-15,0.9647,Normal value (A)
2000-03-14,0.9620,Normal value (A)
2000-03-13,0.9716,Normal value (A)
2000-03-10,0.9613,Normal value (A)
2000-03-09,0.9616,Normal value (A)
2000-03-08,0.9543,Normal value (A)
2000-03-07,0.9593,Normal value (A)
2000-03-06,0.9640,Normal value (A)
2000-03-03,0.9659,Normal value (A)
2000-03-02,0.9725,Normal value (A)
2000-03-01,0.9667,Normal value (A)
2000-02-29,0.9714,Normal value (A)
2000-02-28,0.9639,Normal value (A)
2000-02-25,0.9813,Normal value (A)
2000-02-24,0.9898,Normal value (A)
2000-02-23,1.0068,Normal value (A)
2000-02-22,1.0022,Normal value (A)
2000-02-21,0.9857,Normal value (A)
2000-02-18,0.9857,Normal value (A)
2000-02-17,0.9919,Normal value (A)
2000-02-16,0.9804,Normal value (A)
2000-02-15,0.9778,Normal value (A)
2000-02-14,0.9867,Normal value (A)
2000-02-11,0.9801,Normal value (A)
2000-02-10,0.9868,Normal value (A)
2000-02-09,0.9934,Normal value (A)
2000-02-08,0.9903,Normal value (A)
2000-02-07,0.9767,Normal value (A)
2000-02-04,0.9835,Normal value (A)
2000-02-03,0.9748,Normal value (A)
2000-02-02,0.9717,Normal value (A)
2000-02-01,0.9710,Normal value (A)
2000-01-31,0.9791,Normal value (A)
2000-01-28,0.9848,Normal value (A)
2000-01-27,0.9976,Normal value (A)
2000-01-26,1.0019,Normal value (A)
2000-01-25,1.0008,Normal value (A)
2000-01-24,1.0027,Normal value (A)
2000-01-21,1.0097,Normal value (A)
2000-01-20,1.0089,Normal value (A)
2000-01-19,1.0105,Normal value (A)
2000-01-18,1.0093,Normal value (A)
2000-01-17,1.0094,Normal value (A)
2000-01-14,1.0225,Normal value (A)
2000-01-13,1.0276,Normal value (A)
2000-01-12,1.0308,Normal value (A)
2000-01-11,1.0256,Normal value (A)
2000-01-10,1.0229,Normal value (A)
2000-01-07,1.0284,Normal value (A)
2000-01-06,1.0388,Normal value (A)
2000-01-05,1.0368,Normal value (A)
2000-01-04,1.0305,Normal value (A)
2000-01-03,1.0090,Normal value (A)
1999-12-31,-,Missing value; holiday or weekend (H)
1999-12-30,1.0046,Normal value (A)
1999-12-29,1.0072,Normal value (A)
1999-12-28,1.0089,Normal value (A)
1999-12-27,1.0134,Normal value (A)
1999-12-24,1.0142,Normal value (A)
1999-12-23,1.0089,Normal value (A)
1999-12-22,1.0074,Normal value (A)
1999-12-21,1.0084,Normal value (A)
1999-12-20,1.0096,Normal value (A)
1999-12-17,1.0128,Normal value (A)
1999-12-16,1.0146,Normal value (A)
1999-12-15,1.0021,Normal value (A)
1999-12-14,1.0038,Normal value (A)
1999-12-13,1.0128,Normal value (A)
1999-12-10,1.0141,Normal value (A)
1999-12-09,1.0175,Normal value (A)
1999-12-08,1.0236,Normal value (A)
1999-12-07,1.0239,Normal value (A)
1999-12-06,1.0182,Normal value (A)
1999-12-03,1.0015,Normal value (A)
1999-12-02,1.0057,Normal value (A)
1999-12-01,1.0091,Normal value (A)
1999-11-30,1.0097,Normal value (A)
1999-11-29,1.0077,Normal value (A)
1999-11-26,1.0101,Normal value (A)
1999-11-25,1.0194,Normal value (A)
1999-11-24,1.0215,Normal value (A)
1999-11-23,1.0315,Normal value (A)
1999-11-22,1.0311,Normal value (A)
1999-11-19,1.0279,Normal value (A)
1999-11-18,1.0380,Normal value (A)
1999-11-17,1.0408,Normal value (A)
1999-11-16,1.0336,Normal value (A)
1999-11-15,1.0301,Normal value (A)
1999-11-12,1.0308,Normal value (A)
1999-11-11,1.0406,Normal value (A)
1999-11-10,1.0402,Normal value (A)
1999-11-09,1.0424,Normal value (A)
1999-11-08,1.0405,Normal value (A)
1999-11-05,1.0408,Normal value (A)
1999-11-04,1.0504,Normal value (A)
1999-11-03,1.0491,Normal value (A)
1999-11-02,1.0507,Normal value (A)
1999-11-01,1.0572,Normal value (A)
1999-10-29,1.0453,Normal value (A)
1999-10-28,1.0534,Normal value (A)
1999-10-27,1.0552,Normal value (A)
1999-10-26,1.0633,Normal value (A)
1999-10-25,1.0683,Normal value (A)
1999-10-22,1.0758,Normal value (A)
1999-10-21,1.0797,Normal value (A)
1999-10-20,1.0777,Normal value (A)
1999-10-19,1.0818,Normal value (A)
1999-10-18,1.0868,Normal value (A)
1999-10-15,1.0869,Normal value (A)
1999-10-14,1.0758,Normal value (A)
1999-10-13,1.0778,Normal value (A)
1999-10-12,1.0668,Normal value (A)
1999-10-11,1.0631,Normal value (A)
1999-10-08,1.0657,Normal value (A)
1999-10-07,1.0729,Normal value (A)
1999-10-06,1.0737,Normal value (A)
1999-10-05,1.0686,Normal value (A)
1999-10-04,1.0719,Normal value (A)
1999-10-01,1.0728,Normal value (A)
1999-09-30,1.0665,Normal value (A)
1999-09-29,1.0563,Normal value (A)
1999-09-28,1.0483,Normal value (A)
1999-09-27,1.0414,Normal value (A)
1999-09-24,1.0476,Normal value (A)
1999-09-23,1.0430,Normal value (A)
1999-09-22,1.0509,Normal value (A)
1999-09-21,1.0388,Normal value (A)
1999-09-20,1.0406,Normal value (A)
1999-09-17,1.0397,Normal value (A)
1999-09-16,1.0372,Normal value (A)
1999-09-15,1.0369,Normal value (A)
1999-09-14,1.0362,Normal value (A)
1999-09-13,1.0342,Normal value (A)
1999-09-10,1.0520,Normal value (A)
1999-09-09,1.0592,Normal value (A)
1999-09-08,1.0613,Normal value (A)
1999-09-07,1.0565,Normal value (A)
1999-09-06,1.0594,Normal value (A)
1999-09-03,1.0682,Normal value (A)
1999-09-02,1.0662,Normal value (A)
1999-09-01,1.0613,Normal value (A)
1999-08-31,1.0573,Normal value (A)
1999-08-30,1.0454,Normal value (A)
1999-08-27,1.0450,Normal value (A)
1999-08-26,1.0452,Normal value (A)
1999-08-25,1.0433,Normal value (A)
1999-08-24,1.0512,Normal value (A)
1999-08-23,1.0606,Normal value (A)
1999-08-20,1.0667,Normal value (A)
1999-08-19,1.0517,Normal value (A)
1999-08-18,1.0517,Normal value (A)
1999-08-17,1.0527,Normal value (A)
1999-08-16,1.0553,Normal value (A)
1999-08-13,1.0667,Normal value (A)
1999-08-12,1.0638,Normal value (A)
1999-08-11,1.0668,Normal value (A)
1999-08-10,1.0737,Normal value (A)
1999-08-09,1.0705,Normal value (A)
1999-08-06,1.0740,Normal value (A)
1999-08-05,1.0791,Normal value (A)
1999-08-04,1.0761,Normal value (A)
1999-08-03,1.0645,Normal value (A)
1999-08-02,1.0665,Normal value (A)
1999-07-30,1.0694,Normal value (A)
1999-07-29,1.0680,Normal value (A)
1999-07-28,1.0603,Normal value (A)
1999-07-27,1.0627,Normal value (A)
1999-07-26,1.0698,Normal value (A)
1999-07-23,1.0496,Normal value (A)
1999-07-22,1.0499,Normal value (A)
1999-07-21,1.0462,Normal value (A)
1999-07-20,1.0410,Normal value (A)
1999-07-19,1.0146,Normal value (A)
1999-07-16,1.0202,Normal value (A)
1999-07-15,1.0201,Normal value (A)
1999-07-14,1.0168,Normal value (A)
1999-07-13,1.0183,Normal value (A)
1999-07-12,1.0124,Normal value (A)
1999-07-09,1.0204,Normal value (A)
1999-07-08,1.0182,Normal value (A)
1999-07-07,1.0222,Normal value (A)
1999-07-06,1.0221,Normal value (A)
1999-07-05,1.0232,Normal value (A)
1999-07-02,1.0241,Normal value (A)
1999-07-01,1.0264,Normal value (A)
1999-06-30,1.0328,Normal value (A)
1999-06-29,1.0364,Normal value (A)
1999-06-28,1.0388,Normal value (A)
1999-06-25,1.0443,Normal value (A)
1999-06-24,1.0321,Normal value (A)
1999-06-23,1.0280,Normal value (A)
1999-06-22,1.0313,Normal value (A)
1999-06-21,1.0339,Normal value (A)
1999-06-18,1.0388,Normal value (A)
1999-06-17,1.0340,Normal value (A)
1999-06-16,1.0345,Normal value (A)
1999-06-15,1.0392,Normal value (A)
1999-06-14,1.0437,Normal value (A)
1999-06-11,1.0474,Normal value (A)
1999-06-10,1.0474,Normal value (A)
1999-06-09,1.0466,Normal value (A)
1999-06-08,1.0385,Normal value (A)
1999-06-07,1.0316,Normal value (A)
1999-06-04,1.0315,Normal value (A)
1999-06-03,1.0382,Normal value (A)
1999-06-02,1.0382,Normal value (A)
1999-06-01,1.0434,Normal value (A)
1999-05-31,1.0456,Normal value (A)
1999-05-28,1.0479,Normal value (A)
1999-05-27,1.0473,Normal value (A)
